Price,Close,High,Low,Open,Volume
Ticker,WES.AX,WES.AX,WES.AX,WES.AX,WES.AX
Date,,,,,
2019-01-02,24.271940231323242,24.879701101943052,24.271940231323242,24.579668071682946,1849213
2019-01-03,24.425806045532227,24.92586309121469,24.352721484824965,24.6950657256933,1918781
2019-01-04,24.6796817779541,24.68737365387894,24.17962473623826,24.27963526416831,1932987
2019-01-07,24.787384033203125,25.03740960305077,24.64121198776705,24.756610662089194,1178253
2019-01-08,24.787384033203125,24.85662265085437,24.525814780800008,24.80277071876009,2250335
2019-01-09,24.633522033691406,24.83354309211266,24.42196022652473,24.771999279794745,2831768
2019-01-10,24.595056533813477,24.718148566605795,24.39503399813948,24.671988504050443,2416787
2019-01-11,24.579669952392578,25.04125881354035,24.55658992239311,24.733533884345306,2314813
2019-01-14,24.048839569091797,24.310407357421447,23.71033981936723,24.195010149006627,3852807
2019-01-15,24.6796817779541,24.68737365387894,23.964215526462894,24.06422752174814,2730749
2019-01-16,24.841238021850586,24.933555208124925,24.560436122931822,24.679682212192883,1944683
2019-01-17,24.825849533081055,24.956631959584563,24.610440335150646,24.956631959584563,1591191
2019-01-18,25.00279426574707,25.056646203234916,24.679682640819987,24.687374517013755,2142651
2019-01-21,25.179737091064453,25.287440967433533,25.041259840101194,25.12588515287991,1257658
2019-01-22,25.07972526550293,25.1643505788705,24.902782762420983,25.033568138001016,1258285
2019-01-23,25.010486602783203,25.310522604657432,24.910477536869003,25.164350541888066,1677599
2019-01-24,25.064342498779297,25.179738256784013,24.925865241405106,24.94124899470387,1981300
2019-01-25,25.272050857543945,25.345136878629443,25.041256448765168,25.141268435296354,4077958
2019-01-29,24.972021102905273,25.179736978420927,24.929708446705206,25.110498353249042,2818767
2019-01-30,24.99510383605957,25.118194405256737,24.8181583915474,24.933557084105658,5107008
2019-01-31,24.779691696166992,25.11819294278341,24.73353456959965,25.041259507320365,2910786
2019-02-01,24.779691696166992,25.07203288150558,24.67198782122922,24.91047706909892,1911057
2019-02-04,24.879701614379883,25.025870727470725,24.656599072259457,24.80277112006054,1159394
2019-02-05,25.133577346801758,25.348988036972727,24.841239088594225,24.841239088594225,2616947
2019-02-06,25.395143508911133,25.606706779737134,25.15665720511859,25.210509140472418,2080292
2019-02-07,25.71826171875,25.84519969932515,25.618249709686783,25.702875030070214,2655654
2019-02-08,25.618242263793945,25.77210617116077,25.5413117774655,25.73364092799655,2323998
2019-02-11,25.549007415771484,25.556702226363797,25.395143485739368,25.541315539889546,1498126
2019-02-12,25.495155334472656,25.53362058308283,25.333599529483724,25.46438196170038,2666617
2019-02-13,25.541316986083984,25.772111426844965,25.410531611002753,25.7644195505275,2942806
2019-02-14,25.60285758972168,25.69517770221599,25.46438035569038,25.46438035569038,2757169
2019-02-15,25.618242263793945,25.78749285536845,25.502846534301277,25.625937073252754,2052620
2019-02-18,25.741331100463867,25.925968364035935,25.625935378602353,25.825956390654827,1373373
2019-02-19,25.58747100830078,25.918277409307795,25.487461954757396,25.833655041242668,1899803
2019-02-20,25.172042846679688,25.618244997476076,24.96432698977593,25.618244997476076,2856498
2019-02-21,26.903003692626953,27.118411411540478,25.9259712130105,25.9259712130105,6502691
2019-02-22,27.056867599487305,27.218426340862678,26.579892055410024,26.92608516591385,6650723
2019-02-25,27.0953369140625,27.349209915887403,26.91069960251761,27.33382322869945,4686623
2019-02-26,25.891801834106445,26.485650486170947,25.733441589461822,26.453977833147935,4229420
2019-02-27,26.00265121459961,26.184764425577093,25.923472608251213,25.939305913144718,2868553
2019-02-28,26.271865844726562,26.271865844726562,25.757195780540506,25.931392359890356,4522789
2019-03-01,26.438142776489258,26.54107739352289,26.29561885151056,26.46189575716218,2514466
2019-03-04,26.683603286743164,26.826127222234742,26.461897709050266,26.60442164454184,1894349
2019-03-05,26.715274810791016,26.794453429164047,26.366881640820043,26.52524189803679,3400889
2019-03-06,27.024072647094727,27.11117092990558,26.434180830046806,26.61233723228819,3219509
2019-03-07,27.285364151000977,27.336832965034485,26.865712088409445,27.055741957312275,2633584
2019-03-08,27.309123992919922,27.37246628464432,27.039912457032077,27.31704064670895,2464698
2019-03-11,27.269527435302734,27.50706929874055,27.186388991287604,27.404134692615514,1275100
2019-03-12,27.198270797729492,27.507074676476915,27.170557977639824,27.293288769869093,2668282
2019-03-13,27.43581199645996,27.43581199645996,26.976567537768258,27.07950216134929,2812168
2019-03-14,27.245779037475586,27.34079398654166,27.103255103641093,27.32495765828552,2417999
2019-03-15,27.364547729492188,27.554577611932324,27.190351153529956,27.554577611932324,5066008
2019-03-18,27.412052154541016,27.43580815386837,27.23785860880574,27.372462849622558,1455085
2019-03-19,27.43581199645996,27.5941692383129,27.277451734136243,27.293288062415694,2137597
2019-03-20,27.554574966430664,27.689182222333496,27.332872451379217,27.43580705642606,2411448
2019-03-21,27.364547729492188,27.641675899913437,27.16659817334257,27.633759246674483,3654758
2019-03-22,27.554574966430664,27.807950132338103,27.427887383476946,27.673345896905502,2217148
2019-03-25,27.7366943359375,27.792119977005342,27.49915544272233,27.610006724858017,2190513
2019-03-26,26.762779235839844,27.198267652809758,26.612338661387113,27.039910425162883,4785436
2019-03-27,26.952808380126953,27.000314333609907,26.63608792804686,26.992397681519442,3438468
2019-03-28,27.649595260620117,27.649595260620117,26.849880304474052,27.237862801525846,4258002
2019-03-29,27.43581199645996,27.831711142033868,27.356630355062713,27.712940190173384,5644085
2019-04-01,27.30120277404785,27.665429237150924,27.241817302342433,27.55457796755178,1842961
2019-04-02,27.30120277404785,27.427890370799815,27.158678850143072,27.317039101200667,1958138
2019-04-03,27.649595260620117,27.736693557129957,27.277452112538278,27.45164568508714,1587381
2019-04-04,27.467477798461914,27.752525626761653,27.38038253578842,27.712936321824547,1768854
2019-04-05,27.087417602539062,27.507072731979402,27.024075312727902,27.32495647515454,1573011
2019-04-08,27.26161766052246,27.396221931324032,27.095340730542514,27.095340730542514,1392800
2019-04-09,27.031991958618164,27.237861196505047,26.960729994806652,27.214105194920784,1905689
2019-04-10,27.127002716064453,27.18243136422436,27.000315135563604,27.024071133480756,1733085
2019-04-11,27.150758743286133,27.27744632392372,26.944889536956193,26.944889536956193,1641971
2019-04-12,27.4991512298584,27.546660209411428,27.293285026069483,27.31703800561078,1809435
2019-04-15,27.269527435302734,27.475396647552806,27.158676176615895,27.309119759522545,1147567
2019-04-16,27.602083206176758,27.653548997091743,27.222020467457252,27.222020467457252,1844391
2019-04-17,27.50707244873047,27.689185683209413,27.340792521188295,27.538742083074617,1452052
2019-04-18,27.70502281188965,27.819830903090008,27.625841172562694,27.784201430745902,2529332
2019-04-23,28.19593048095703,28.24343643327776,27.768358787250403,27.78419511151398,2988985
2019-04-24,28.496822357177734,28.63142661934921,28.378051403109282,28.441393696933847,3582408
2019-04-26,28.496822357177734,28.706648424957283,28.441393696933847,28.6235099652977,1681805
2019-04-29,28.346378326416016,28.678935180603123,28.22761039457624,28.4968219354055,951315
2019-04-30,28.512653350830078,28.63142429525757,28.271157665976535,28.34637644500806,1809768
2019-05-01,28.338455200195312,28.504732079077105,28.14842232399462,28.480979102228304,1020541
2019-05-02,28.22761344909668,28.32262840894426,27.99007151877105,28.18802111372833,1696536
2019-05-03,28.797697067260742,28.900631669623923,28.425554001051044,28.50473260565647,2165288
2019-05-06,28.29094886779785,28.718520613822896,28.203850583925668,28.504734740810374,2490653
2019-05-07,28.50473403930664,28.710600233916917,28.211769562967675,28.219686215638323,1884268
2019-05-08,28.568077087402344,28.718517640031447,28.19593101138238,28.211767335943875,1879988
2019-05-09,28.70268440246582,28.789782686686497,28.441389549803795,28.50473485486261,1854330
2019-05-10,28.971895217895508,29.106499457233543,28.75019269641153,28.868960609862096,1777082
